1.992723189510927639e-01,-5.961248598673368759e-01
3.423131025615978040e-01,-6.329406767962535429e-01
4.417367476408425864e-01,-6.055007497826760954e-01
3.308348141200663228e-01,-7.029171780078627974e-01
3.794408711159281133e-01,-5.779086056734080712e-01
4.101614722997611318e-01,-6.736282631385748232e-01
4.379039747449254838e-01,-5.953495843174185786e-01
2.950240438442819912e-01,-5.168849443554710543e-01
3.157652129897213777e-01,-6.654832665958370086e-01
3.411355326860069925e-01,-6.411587131538390993e-01
3.308114937144749912e-01,-4.778789509883605846e-01
4.025473859449497094e-01,-7.313772180041300253e-01
3.820246873537200827e-01,-5.693434883265614532e-01
2.900681468657925755e-01,-5.506608832991417568e-01
2.519456067019240630e-01,-7.070054858117247321e-01
3.207275982202537068e-01,-4.753589109924540868e-01
2.790087661398188978e-01,-6.742497882278367660e-01
4.285517061583795639e-01,-6.002055314115029017e-01
4.622196656479639065e-01,-6.137589075160996277e-01
2.794036694191768810e-01,-5.578184838095379128e-01
1.848291004949166316e-01,-6.214562488498882598e-01
4.493577628019375103e-01,-5.461229314016023961e-01
2.485075257151276584e-01,-5.613601560452153860e-01
3.329088639954558282e-01,-5.994319657473827778e-01
4.217034067085736471e-01,-5.698663814178326348e-01
2.466219641105108218e-01,-5.745785414055645246e-01
4.454451524119956707e-01,-5.837520499380997041e-01
2.203263564266005892e-01,-6.631684581840746606e-01
2.990339831035566109e-01,-6.301884336868818215e-01
3.328631005816809485e-01,-4.857051221822260012e-01
3.873524666073170364e-01,-7.392956277823915512e-01
2.795488453362743320e-01,-5.866437706518072837e-01
3.468161464377266801e-01,-6.395187912653330642e-01
2.127264469937815428e-01,-4.838241558800914222e-01
3.446672630218520772e-01,-6.526434316704808891e-01
5.309995649240715210e-01,-5.583773854650753155e-01
5.000676644060989551e-01,-5.539126055140738414e-01
3.679687562399729384e-01,-4.210861193219297416e-01
1.820583892041599539e-01,-6.627890485685234978e-01
2.912865829868273027e-01,-4.227572848240163106e-01
2.790724779100978159e-01,-7.575502570066077190e-01
1.724744347621284257e-01,-6.347371661552374533e-01
2.711829402828516700e-01,-7.649625589616115828e-01
4.018005566034238973e-01,-5.061187842908189127e-01
9.490708976479297898e-02,-5.063737378549362234e-01
3.429056445427613453e-01,-6.047504484246204459e-01
3.926741300371227594e-01,-6.374202504517135770e-01
3.854294699491950249e-01,-4.651027564321975616e-01
4.022268864266980160e-01,-6.693908516490381100e-01
2.764839275775941019e-01,-5.384790562933861047e-01
1.386759274207255144e-01,-6.810678891173411742e-01
3.465429025497009374e-01,-6.181213593081876789e-01
2.685503330806814359e-01,-6.335518667623367683e-01
2.214845464666074237e-01,-6.251663006575262083e-01
3.808890840710177361e-01,-6.089310169541702900e-01
2.336058203215711226e-01,-7.086570270869351207e-01
2.677553398786142735e-01,-6.762187703881843426e-01
8.557694620350822512e-02,-6.505947462523232749e-01
4.631460939873122129e-01,-6.664120197402465529e-01
3.697264885462245299e-01,-5.740609741364155472e-01
1.790306005960478897e-01,-4.934072349483248354e-01
2.718959222672455711e-01,-5.271491649048100081e-01
2.347674909520500730e-01,-5.937238495783502268e-01
2.388470228922947858e-01,-5.937964775964497122e-01
4.737192462012639882e-01,-4.743926564438055160e-01
3.465453635798824150e-01,-6.018926964702455695e-01
2.201233009761039694e-01,-5.542669283159551430e-01
4.521602893121278721e-01,4.763630970923398711e-01
2.195493724351265108e-01,6.620976007756564918e-01
5.485737554388647741e-01,4.485587982651446648e-01
5.335982284239152440e-01,6.944748433739877935e-01
4.915610282980762413e-01,4.366766257850711597e-01
5.568228049509094113e-01,6.220393764728228136e-01
5.209437943752487366e-01,5.156441284598348718e-01
5.093107439272063219e-01,5.204839125214656415e-01
5.443743572020509625e-01,6.174230978333040687e-01
6.665101207088133251e-01,3.382667895690507631e-01
5.200586355944015748e-01,4.639936040834459208e-01
5.080023922682832538e-01,6.992375284102311239e-01
4.712777567630148101e-01,4.018294958610457712e-01
4.673798254595917800e-01,4.505194016526227752e-01
2.132881802059770071e-01,4.553642691945278820e-01
5.338305080721346130e-01,5.617472483562587771e-01
4.399073560362129487e-01,5.934046564769757115e-01
5.234691245457012698e-01,6.857714919999758907e-01
5.844595202312787841e-01,4.155527563964184212e-01
3.170600756316458435e-01,4.530343473692832190e-01
4.992406734508014754e-01,3.383430477142286286e-01
3.130215391070273467e-01,6.748691705507601224e-01
6.117846786678110549e-01,5.828495988723672028e-01
2.716538029853780567e-01,5.586698909746097286e-01
3.267492237050603210e-01,4.438961232744534358e-01
4.206443155616882423e-01,4.292827775934124346e-01
3.699708802733092106e-01,3.780293776019070795e-01
6.127866825261025774e-01,5.874083590963222745e-01
4.946160520418006468e-01,5.935266828048324506e-01
4.784032500380085429e-01,5.809733306881063042e-01
6.322039052927169722e-01,5.856347502904557523e-01
4.480380689436636588e-01,3.835647268504883689e-01
4.145620869757000171e-01,4.552275306915877229e-01
1.481518315496409000e-01,6.762760158456838644e-01
6.066912142597256086e-01,5.485459374216630213e-01
5.055916239111888366e-01,6.242509607804855865e-01
4.693477784722713264e-01,5.120667752585391641e-01
2.521555866258936573e-01,4.530909060900675245e-01
5.984726009611950337e-01,7.047520988103948003e-01
5.758616475396780565e-01,4.648870888095135157e-01
6.316813825955455153e-01,6.546851828617125113e-01
4.610716744033060421e-01,6.199684009148134223e-01
4.696719784175610313e-01,4.500817253561842923e-01
3.074658852096564532e-01,7.035216347934256653e-01
6.506689722237799511e-01,4.901511332069391491e-01
2.382564054038975032e-01,5.280438956655003624e-01
6.197411590915383739e-01,6.982150995325189236e-01
6.008383166554938093e-01,6.066766548696664874e-01
4.382377778949885783e-01,5.823149529948405956e-01
3.423745578894884511e-01,4.555625560013399356e-01
5.205493537627109424e-01,4.931566624429624124e-01
4.140212291587351268e-01,4.162651624672449868e-01
7.013616768715085215e-01,3.784997415854629566e-01
3.788492642618367379e-01,4.906219138008022784e-01
3.595974494607962479e-01,5.378708071656138623e-01
5.375589860708724910e-01,5.610834812309906106e-01
5.706931771470638015e-01,5.318710745212713586e-01
5.101098307231513029e-01,5.907605077757100975e-01
4.242418660492592863e-01,4.808077036217085487e-01
4.330019774097269569e-01,6.201043235083124605e-01
5.189941854088997442e-01,5.748778729618519989e-01
5.309129028909074233e-01,4.011832317900749789e-01
4.058612166979184144e-01,4.172030408841271854e-01
3.501556374457498455e-01,7.166664960046117416e-01
6.485126656486692731e-01,5.305309564571529801e-01
5.484790533406318502e-01,6.142224340545850980e-01
5.360269724599558971e-01,3.776434392745615654e-01
-7.469342571271755937e-02,-5.261963648202501176e-01
-9.270747430686840374e-02,-5.074764765572475911e-01
-2.297435203797495995e-01,-5.361422633691000916e-01
-1.585682754866760136e-01,-5.167213585538270593e-01
-9.974169700105116332e-02,-4.217355600153231965e-01
-4.951791633027360917e-02,-5.753811254627170246e-01
-1.871529590521336939e-01,-3.690584377395295101e-01
-1.846948151933420212e-01,-4.499989522033859268e-01
-2.239874474228283896e-01,-4.094560159505994390e-01
-1.454480762575309505e-01,-5.676239725007584669e-01
-8.701410344844368039e-02,-4.583754412581752535e-01
-2.184349833743570446e-01,-6.149747718698233001e-01
-1.669018136815178521e-01,-4.163101619665839914e-01
-1.021854453621629383e-01,-5.603858490415241089e-01
-8.902951429287568608e-02,-4.589271129019023565e-01
8.304627242543086152e-02,-5.244310720771702128e-01
-1.015138634661350986e-01,-4.247804061374806373e-01
-2.210828139939483017e-01,-4.351846290598189171e-01
